object,airmass,astig1,astig2,az,band,date_obs,dimm2see,propid,expnum,exptime,magzero,magzpt,mjd_obs,nite,observer,telra,teldec,time_obs,radeg,decdeg,dtnsanam
NTH1,1.45,-0.02,0.1,103.9078,VR,2023-05-22T05:32:13.055303,-1.0,2023A-423737,1205528,120.0,30.922,25.724,60086.23070666,20230521,Edward Lin,20:23:07.688,-29:49:34.298,05:32:13.055303,305.7820333333333,-29.826193888888888,c4d_230522_053213_opi_VR_v1.fits.fz
NTH1,1.44,-0.02,0.1,103.7403,VR,2023-05-22T05:34:43.042749,-1.0,2023A-423737,1205529,120.0,31.101,25.903,60086.23244262,20230521,Edward Lin,20:23:07.660,-29:49:33.802,05:34:43.042749,305.7819166666666,-29.82605611111111,c4d_230522_053443_opi_VR_v1.fits.fz
NTH1,1.43,-0.16,-0.02,103.5493,VR,2023-05-22T05:37:12.962340,-1.0,2023A-423737,1205530,120.0,31.067,25.869,60086.23417781,20230521,Edward Lin,20:23:07.670,-29:49:33.899,05:37:12.962340,305.7819583333333,-29.826083055555554,c4d_230522_053712_opi_VR_v1.fits.fz
NTH1,1.42,-0.11,-0.03,103.3577,VR,2023-05-22T05:39:43.136678,-1.0,2023A-423737,1205531,120.0,31.026,25.828,60086.23591593,20230521,Edward Lin,20:23:07.660,-29:49:33.802,05:39:43.136678,305.7819166666666,-29.82605611111111,c4d_230522_053943_opi_VR_v1.fits.fz
NTH1,1.4,-0.09,0.03,103.1691,VR,2023-05-22T05:42:14.007225,-1.0,2023A-423737,1205532,120.0,30.933,25.735,60086.23766212,20230521,Edward Lin,20:23:07.649,-29:49:33.802,05:42:14.007225,305.7818708333333,-29.82605611111111,c4d_230522_054214_opi_VR_v1.fits.fz
NTH1,1.39,0.04,0.02,102.9774,VR,2023-05-22T05:44:43.940907,-1.0,2023A-423737,1205533,120.0,30.89,25.692,60086.23939746,20230521,Edward Lin,20:23:07.660,-29:49:33.802,05:44:43.940907,305.7819166666666,-29.82605611111111,c4d_230522_054443_opi_VR_v1.fits.fz
NTH1,1.38,0.04,-0.02,102.7899,VR,2023-05-22T05:47:13.624044,-1.0,2023A-423737,1205534,120.0,30.897,25.699,60086.24112991,20230521,Edward Lin,20:23:07.670,-29:49:33.802,05:47:13.624044,305.7819583333333,-29.82605611111111,c4d_230522_054713_opi_VR_v1.fits.fz
NTH1,1.37,-0.02,0.0,102.6015,VR,2023-05-22T05:49:42.496410,-1.0,2023A-423737,1205535,120.0,30.893,25.695,60086.24285297,20230521,Edward Lin,20:23:07.649,-29:49:33.802,05:49:42.496410,305.7818708333333,-29.82605611111111,c4d_230522_054942_opi_VR_v1.fits.fz
NTH1,1.35,0.05,0.0,102.4137,VR,2023-05-22T05:52:13.291869,-1.0,2023A-423737,1205536,120.0,30.87,25.672,60086.24459829,20230521,Edward Lin,20:23:07.649,-29:49:33.802,05:52:13.291869,305.7818708333333,-29.82605611111111,c4d_230522_055213_opi_VR_v1.fits.fz
NTH1,1.34,-0.02,0.01,102.2276,VR,2023-05-22T05:54:43.775190,-1.0,2023A-423737,1205537,120.0,30.893,25.695,60086.24633999,20230521,Edward Lin,20:23:07.660,-29:49:33.802,05:54:43.775190,305.7819166666666,-29.82605611111111,c4d_230522_055443_opi_VR_v1.fits.fz
NTH1,1.33,0.07,-0.0,102.0395,VR,2023-05-22T05:57:13.711916,-1.0,2023A-423737,1205538,120.0,30.971,25.773,60086.24807537,20230521,Edward Lin,20:23:07.670,-29:49:33.802,05:57:13.711916,305.7819583333333,-29.82605611111111,c4d_230522_055713_opi_VR_v1.fits.fz
NTH1,1.32,-0.04,-0.01,101.8542,VR,2023-05-22T05:59:43.216474,-1.0,2023A-423737,1205539,120.0,30.787,25.589,60086.24980575,20230521,Edward Lin,20:23:07.681,-29:49:33.802,05:59:43.216474,305.78200416666664,-29.82605611111111,c4d_230522_055943_opi_VR_v1.fits.fz
NTH1,1.31,0.0,0.05,101.6682,VR,2023-05-22T06:02:12.216142,-1.0,2023A-423737,1205540,120.0,30.802,25.604,60086.25153028,20230521,Edward Lin,20:23:07.649,-29:49:33.802,06:02:12.216142,305.7818708333333,-29.82605611111111,c4d_230522_060212_opi_VR_v1.fits.fz
NTH1,1.3,-0.02,-0.02,101.4839,VR,2023-05-22T06:04:41.430673,-1.0,2023A-423737,1205541,120.0,30.856,25.658,60086.2532573,20230521,Edward Lin,20:23:07.670,-29:49:33.899,06:04:41.430673,305.7819583333333,-29.826083055555554,c4d_230522_060441_opi_VR_v1.fits.fz
NTH1,1.29,-0.0,-0.05,101.2987,VR,2023-05-22T06:07:11.483461,-1.0,2023A-423737,1205542,120.0,30.759,25.561,60086.25499402,20230521,Edward Lin,20:23:07.681,-29:49:33.802,06:07:11.483461,305.78200416666664,-29.82605611111111,c4d_230522_060711_opi_VR_v1.fits.fz
NTH1,1.28,0.01,0.03,101.1138,VR,2023-05-22T06:09:40.932713,-1.0,2023A-423737,1205543,120.0,30.739,25.541,60086.25672376,20230521,Edward Lin,20:23:07.681,-29:49:33.802,06:09:40.932713,305.78200416666664,-29.82605611111111,c4d_230522_060940_opi_VR_v1.fits.fz
NTH1,1.27,-0.03,0.01,100.9294,VR,2023-05-22T06:12:09.932382,-1.0,2023A-423737,1205544,120.0,30.816,25.618,60086.25844829,20230521,Edward Lin,20:23:07.660,-29:49:33.899,06:12:09.932382,305.7819166666666,-29.826083055555554,c4d_230522_061209_opi_VR_v1.fits.fz
NTH1,1.26,0.13,-0.03,100.7465,VR,2023-05-22T06:14:40.427200,-1.0,2023A-423737,1205545,120.0,30.906,25.708,60086.26019013,20230521,Edward Lin,20:23:07.670,-29:49:33.899,06:14:40.427200,305.7819583333333,-29.826083055555554,c4d_230522_061440_opi_VR_v1.fits.fz
NTH1,1.25,-0.05,0.02,100.5613,VR,2023-05-22T06:17:09.706356,-1.0,2023A-423737,1205546,120.0,30.98,25.782,60086.2619179,20230521,Edward Lin,20:23:07.670,-29:49:33.802,06:17:09.706356,305.7819583333333,-29.82605611111111,c4d_230522_061709_opi_VR_v1.fits.fz
NTH1,1.25,0.03,-0.07,100.38,VR,2023-05-22T06:19:40.482941,-1.0,2023A-423737,1205547,120.0,31.069,25.871,60086.263663,20230521,Edward Lin,20:23:07.681,-29:49:33.802,06:19:40.482941,305.78200416666664,-29.82605611111111,c4d_230522_061940_opi_VR_v1.fits.fz
NTH1,1.24,0.02,0.02,100.1955,VR,2023-05-22T06:22:10.324719,-1.0,2023A-423737,1205548,120.0,31.068,25.87,60086.26539728,20230521,Edward Lin,20:23:07.670,-29:49:33.802,06:22:10.324719,305.7819583333333,-29.82605611111111,c4d_230522_062210_opi_VR_v1.fits.fz
NTH1,1.23,0.02,0.02,100.0135,VR,2023-05-22T06:24:40.184036,-1.0,2023A-423737,1205549,120.0,31.099,25.901,60086.26713176,20230521,Edward Lin,20:23:07.670,-29:49:33.899,06:24:40.184036,305.7819583333333,-29.826083055555554,c4d_230522_062440_opi_VR_v1.fits.fz
NTH1,1.22,-0.05,-0.04,99.8306,VR,2023-05-22T06:27:11.325523,-1.0,2023A-423737,1205550,120.0,31.111,25.913,60086.26888108,20230521,Edward Lin,20:23:07.681,-29:49:33.899,06:27:11.325523,305.78200416666664,-29.826083055555554,c4d_230522_062711_opi_VR_v1.fits.fz
NTH1,1.21,-0.11,-0.03,99.6454,VR,2023-05-22T06:29:41.159435,-1.0,2023A-423737,1205551,120.0,31.095,25.897,60086.27061527,20230521,Edward Lin,20:23:07.688,-29:49:33.899,06:29:41.159435,305.7820333333333,-29.826083055555554,c4d_230522_062941_opi_VR_v1.fits.fz
NTH1,1.2,0.04,-0.02,99.464,VR,2023-05-22T06:32:10.141614,-1.0,2023A-423737,1205552,120.0,31.077,25.879,60086.2723396,20230521,Edward Lin,20:23:07.688,-29:49:33.899,06:32:10.141614,305.7820333333333,-29.826083055555554,c4d_230522_063210_opi_VR_v1.fits.fz
NTH1,1.2,0.04,0.07,99.2827,VR,2023-05-22T06:34:40.389077,-1.0,2023A-423737,1205553,120.0,31.042,25.844,60086.27407858,20230521,Edward Lin,20:23:07.681,-29:49:33.802,06:34:40.389077,305.78200416666664,-29.82605611111111,c4d_230522_063440_opi_VR_v1.fits.fz
NTH1,1.19,0.03,0.05,99.1005,VR,2023-05-22T06:37:10.574191,-1.0,2023A-423737,1205554,120.0,31.092,25.894,60086.27581683,20230521,Edward Lin,20:23:07.688,-29:49:33.802,06:37:10.574191,305.7820333333333,-29.82605611111111,c4d_230522_063710_opi_VR_v1.fits.fz
NTH1,1.18,-0.01,-0.06,98.9181,VR,2023-05-22T06:39:39.554295,-1.0,2023A-423737,1205555,120.0,31.093,25.895,60086.27754114,20230521,Edward Lin,20:23:07.681,-29:49:33.802,06:39:39.554295,305.78200416666664,-29.82605611111111,c4d_230522_063939_opi_VR_v1.fits.fz
NTH1,1.18,0.07,-0.04,98.736,VR,2023-05-22T06:42:09.242055,-1.0,2023A-423737,1205556,120.0,30.957,25.759,60086.27927363,20230521,Edward Lin,20:23:07.699,-29:49:33.802,06:42:09.242055,305.7820791666666,-29.82605611111111,c4d_230522_064209_opi_VR_v1.fits.fz
NTH1,1.17,-0.04,0.0,98.5537,VR,2023-05-22T06:44:38.995190,-1.0,2023A-423737,1205557,120.0,30.849,25.651,60086.28100689,20230521,Edward Lin,20:23:07.681,-29:49:33.802,06:44:38.995190,305.78200416666664,-29.82605611111111,c4d_230522_064438_opi_VR_v1.fits.fz
NTH1,1.16,0.01,0.04,98.3728,VR,2023-05-22T06:47:08.399260,-1.0,2023A-423737,1205558,120.0,30.935,25.737,60086.2827361,20230521,Edward Lin,20:23:07.688,-29:49:33.802,06:47:08.399260,305.7820333333333,-29.82605611111111,c4d_230522_064708_opi_VR_v1.fits.fz
NTH1,1.16,-0.06,-0.04,98.1908,VR,2023-05-22T06:49:37.152276,-1.0,2023A-423737,1205559,120.0,30.999,25.801,60086.28445778,20230521,Edward Lin,20:23:07.688,-29:49:33.802,06:49:37.152276,305.7820333333333,-29.82605611111111,c4d_230522_064937_opi_VR_v1.fits.fz
NTH1,1.15,0.04,-0.01,98.011,VR,2023-05-22T06:52:06.332005,-1.0,2023A-423737,1205560,120.0,30.941,25.743,60086.2861844,20230521,Edward Lin,20:23:07.699,-29:49:33.802,06:52:06.332005,305.7820791666666,-29.82605611111111,c4d_230522_065206_opi_VR_v1.fits.fz
NTH1,1.14,0.0,-0.01,97.8301,VR,2023-05-22T06:54:34.799478,-1.0,2023A-423737,1205561,120.0,30.95,25.752,60086.28790277,20230521,Edward Lin,20:23:07.688,-29:49:33.802,06:54:34.799478,305.7820333333333,-29.82605611111111,c4d_230522_065434_opi_VR_v1.fits.fz
NTH1,1.14,-0.0,0.01,97.6501,VR,2023-05-22T06:57:03.693893,-1.0,2023A-423737,1205562,120.0,31.025,25.827,60086.28962609,20230521,Edward Lin,20:23:07.688,-29:49:33.802,06:57:03.693893,305.7820333333333,-29.82605611111111,c4d_230522_065703_opi_VR_v1.fits.fz
NTH1,1.13,-0.04,0.04,97.4672,VR,2023-05-22T06:59:32.685443,-1.0,2023A-423737,1205563,120.0,31.055,25.857,60086.29135053,20230521,Edward Lin,20:23:07.688,-29:49:33.802,06:59:32.685443,305.7820333333333,-29.82605611111111,c4d_230522_065932_opi_VR_v1.fits.fz
NTH1,1.13,0.05,0.03,97.2854,VR,2023-05-22T07:02:02.257520,-1.0,2023A-423737,1205564,120.0,31.069,25.871,60086.29308168,20230521,Edward Lin,20:23:07.699,-29:49:33.802,07:02:02.257520,305.7820791666666,-29.82605611111111,c4d_230522_070202_opi_VR_v1.fits.fz
NTH1,1.12,-0.02,0.0,97.1032,VR,2023-05-22T07:04:31.353246,-1.0,2023A-423737,1205565,120.0,30.971,25.773,60086.29480733,20230521,Edward Lin,20:23:07.721,-29:49:33.802,07:04:31.353246,305.7821708333333,-29.82605611111111,c4d_230522_070431_opi_VR_v1.fits.fz
NTH1,1.12,0.01,0.04,96.9197,VR,2023-05-22T07:07:01.923937,-1.0,2023A-423737,1205566,120.0,30.976,25.778,60086.29655005,20230521,Edward Lin,20:23:07.688,-29:49:33.899,07:07:01.923937,305.7820333333333,-29.826083055555554,c4d_230522_070701_opi_VR_v1.fits.fz
NTH1,1.11,0.01,-0.0,96.7357,VR,2023-05-22T07:09:30.534182,-1.0,2023A-423737,1205567,120.0,30.946,25.748,60086.29827007,20230521,Edward Lin,20:23:07.699,-29:49:33.899,07:09:30.534182,305.7820791666666,-29.826083055555554,c4d_230522_070930_opi_VR_v1.fits.fz
NTH1,1.11,-0.06,0.07,96.5539,VR,2023-05-22T07:11:59.571771,-1.0,2023A-423737,1205568,120.0,30.903,25.705,60086.29999504,20230521,Edward Lin,20:23:07.699,-29:49:33.899,07:11:59.571771,305.7820791666666,-29.826083055555554,c4d_230522_071159_opi_VR_v1.fits.fz
NTH1,1.1,0.02,-0.01,96.369,VR,2023-05-22T07:14:29.342431,-1.0,2023A-423737,1205569,120.0,30.896,25.698,60086.3017285,20230521,Edward Lin,20:23:07.710,-29:49:33.899,07:14:29.342431,305.78212499999995,-29.826083055555554,c4d_230522_071429_opi_VR_v1.fits.fz
NTH1,1.1,0.01,0.0,96.1847,VR,2023-05-22T07:16:58.182627,-1.0,2023A-423737,1205570,120.0,30.807,25.609,60086.30345119,20230521,Edward Lin,20:23:07.699,-29:49:33.802,07:16:58.182627,305.7820791666666,-29.82605611111111,c4d_230522_071658_opi_VR_v1.fits.fz
NTH1,1.09,0.03,-0.0,95.9999,VR,2023-05-22T07:19:27.040313,-1.0,2023A-423737,1205571,120.0,30.976,25.778,60086.30517408,20230521,Edward Lin,20:23:07.710,-29:49:33.802,07:19:27.040313,305.78212499999995,-29.82605611111111,c4d_230522_071927_opi_VR_v1.fits.fz
NTH1,1.09,-0.02,0.02,95.8155,VR,2023-05-22T07:21:55.203991,-1.0,2023A-423737,1205572,120.0,30.829,25.631,60086.30688894,20230521,Edward Lin,20:23:07.721,-29:49:33.802,07:21:55.203991,305.7821708333333,-29.82605611111111,c4d_230522_072155_opi_VR_v1.fits.fz
NTH1,1.08,-0.0,0.02,95.6277,VR,2023-05-22T07:24:24.292003,-1.0,2023A-423737,1205573,120.0,30.509,25.311,60086.30861449,20230521,Edward Lin,20:23:07.721,-29:49:33.802,07:24:24.292003,305.7821708333333,-29.82605611111111,c4d_230522_072424_opi_VR_v1.fits.fz
NTH1,1.08,0.03,-0.03,95.4405,VR,2023-05-22T07:26:54.762390,-1.0,2023A-423737,1205574,120.0,30.518,25.32,60086.31035605,20230521,Edward Lin,20:23:07.732,-29:49:33.802,07:26:54.762390,305.7822166666666,-29.82605611111111,c4d_230522_072654_opi_VR_v1.fits.fz
NTH1,1.08,0.05,-0.13,95.2511,VR,2023-05-22T07:29:24.856764,-1.0,2023A-423737,1205575,120.0,31.001,25.803,60086.31209325,20230521,Edward Lin,20:23:07.710,-29:49:33.802,07:29:24.856764,305.78212499999995,-29.82605611111111,c4d_230522_072924_opi_VR_v1.fits.fz
NTH1,1.07,-0.07,0.06,95.0593,VR,2023-05-22T07:31:54.633176,-1.0,2023A-423737,1205576,120.0,31.004,25.806,60086.31382677,20230521,Edward Lin,20:23:07.721,-29:49:33.802,07:31:54.633176,305.7821708333333,-29.82605611111111,c4d_230522_073154_opi_VR_v1.fits.fz
NTH1,1.07,0.06,-0.09,94.8689,VR,2023-05-22T07:34:23.893950,-1.0,2023A-423737,1205577,120.0,30.967,25.769,60086.31555433,20230521,Edward Lin,20:23:07.732,-29:49:33.802,07:34:23.893950,305.7822166666666,-29.82605611111111,c4d_230522_073423_opi_VR_v1.fits.fz
NTH1,1.06,0.06,-0.02,94.6773,VR,2023-05-22T07:36:52.971401,-1.0,2023A-423737,1205578,120.0,30.922,25.724,60086.31727976,20230521,Edward Lin,20:23:07.732,-29:49:33.802,07:36:52.971401,305.7822166666666,-29.82605611111111,c4d_230522_073652_opi_VR_v1.fits.fz
NTH1,1.06,-0.06,0.02,94.483,VR,2023-05-22T07:39:24.043005,-1.0,2023A-423737,1205579,120.0,30.83,25.632,60086.31902828,20230521,Edward Lin,20:23:07.721,-29:49:33.802,07:39:24.043005,305.7821708333333,-29.82605611111111,c4d_230522_073924_opi_VR_v1.fits.fz
NTH1,1.06,-0.01,0.0,94.2869,VR,2023-05-22T07:41:53.982149,-1.0,2023A-423737,1205580,120.0,30.995,25.797,60086.32076368,20230521,Edward Lin,20:23:07.732,-29:49:33.899,07:41:53.982149,305.7822166666666,-29.826083055555554,c4d_230522_074153_opi_VR_v1.fits.fz
NTH1,1.05,-0.04,-0.01,94.0889,VR,2023-05-22T07:44:24.230104,-1.0,2023A-423737,1205581,120.0,31.03,25.832,60086.32250266,20230521,Edward Lin,20:23:07.739,-29:49:33.899,07:44:24.230104,305.78224583333326,-29.826083055555554,c4d_230522_074424_opi_VR_v1.fits.fz
NTH1,1.05,0.03,0.01,93.8891,VR,2023-05-22T07:46:52.354319,-1.0,2023A-423737,1205582,120.0,30.992,25.794,60086.32421706,20230521,Edward Lin,20:23:07.732,-29:49:33.802,07:46:52.354319,305.7822166666666,-29.82605611111111,c4d_230522_074652_opi_VR_v1.fits.fz
NTH1,1.05,-0.11,0.02,93.6898,VR,2023-05-22T07:49:21.502510,-1.0,2023A-423737,1205583,120.0,30.946,25.748,60086.32594332,20230521,Edward Lin,20:23:07.721,-29:49:33.802,07:49:21.502510,305.7821708333333,-29.82605611111111,c4d_230522_074921_opi_VR_v1.fits.fz
NTH1,1.04,0.06,-0.1,93.4866,VR,2023-05-22T07:51:50.756793,-1.0,2023A-423737,1205584,120.0,31.056,25.858,60086.3276708,20230521,Edward Lin,20:23:07.732,-29:49:33.899,07:51:50.756793,305.7822166666666,-29.826083055555554,c4d_230522_075150_opi_VR_v1.fits.fz
NTH1,1.04,-0.01,0.04,93.2792,VR,2023-05-22T07:54:20.589629,-1.0,2023A-423737,1205585,120.0,30.949,25.751,60086.32940497,20230521,Edward Lin,20:23:07.739,-29:49:33.802,07:54:20.589629,305.78224583333326,-29.82605611111111,c4d_230522_075420_opi_VR_v1.fits.fz
NTH1,1.04,-0.02,0.03,93.0707,VR,2023-05-22T07:56:49.150970,-1.0,2023A-423737,1205586,120.0,30.578,25.38,60086.33112443,20230521,Edward Lin,20:23:07.750,-29:49:33.802,07:56:49.150970,305.7822916666666,-29.82605611111111,c4d_230522_075649_opi_VR_v1.fits.fz
NTH1,1.04,0.11,-0.0,92.8584,VR,2023-05-22T07:59:19.690265,-1.0,2023A-423737,1205587,120.0,30.329,25.131,60086.33286679,20230521,Edward Lin,20:23:07.739,-29:49:33.899,07:59:19.690265,305.78224583333326,-29.826083055555554,c4d_230522_075919_opi_VR_v1.fits.fz
NTH1,1.03,-0.09,0.02,92.6397,VR,2023-05-22T08:01:49.521333,-1.0,2023A-423737,1205588,120.0,30.186,24.988,60086.33460094,20230521,Edward Lin,20:23:07.739,-29:49:33.802,08:01:49.521334,305.78224583333326,-29.82605611111111,c4d_230522_080149_opi_VR_v1.fits.fz
NTH1,1.03,0.03,-0.01,92.4198,VR,2023-05-22T08:04:19.198371,-1.0,2023A-423737,1205589,120.0,29.788,24.59,60086.33633331,20230521,Edward Lin,20:23:07.739,-29:49:33.899,08:04:19.198371,305.78224583333326,-29.826083055555554,c4d_230522_080419_opi_VR_v1.fits.fz
NTH1,1.03,-0.03,0.01,92.1933,VR,2023-05-22T08:06:49.193979,-1.0,2023A-423737,1205590,120.0,30.188,24.99,60086.33806937,20230521,Edward Lin,20:23:07.739,-29:49:33.802,08:06:49.193979,305.78224583333326,-29.82605611111111,c4d_230522_080649_opi_VR_v1.fits.fz
NTH1,1.03,0.1,-0.03,91.9614,VR,2023-05-22T08:09:18.634131,-1.0,2023A-423737,1205591,120.0,30.095,24.897,60086.33979901,20230521,Edward Lin,20:23:07.750,-29:49:33.802,08:09:18.634131,305.7822916666666,-29.82605611111111,c4d_230522_080918_opi_VR_v1.fits.fz
NTH1,1.02,-0.08,0.04,91.7238,VR,2023-05-22T08:11:48.191487,-1.0,2023A-423737,1205592,120.0,29.992,24.794,60086.34152999,20230521,Edward Lin,20:23:07.739,-29:49:33.802,08:11:48.191487,305.78224583333326,-29.82605611111111,c4d_230522_081148_opi_VR_v1.fits.fz
NTH1,1.02,0.02,-0.0,91.4809,VR,2023-05-22T08:14:18.344590,-1.0,2023A-423737,1205593,120.0,29.615,24.417,60086.34326788,20230521,Edward Lin,20:23:07.739,-29:49:33.802,08:14:18.344590,305.78224583333326,-29.82605611111111,c4d_230522_081418_opi_VR_v1.fits.fz
NTH1,1.02,-0.07,0.04,91.2278,VR,2023-05-22T08:16:48.038315,-1.0,2023A-423737,1205594,120.0,29.131,23.933,60086.34500044,20230521,Edward Lin,20:23:07.750,-29:49:33.802,08:16:48.038315,305.7822916666666,-29.82605611111111,c4d_230522_081648_opi_VR_v1.fits.fz
NTH1,1.02,0.06,0.01,90.9642,VR,2023-05-22T08:19:17.358128,-1.0,2023A-423737,1205595,120.0,28.879,23.681,60086.34672868,20230521,Edward Lin,20:23:07.750,-29:49:33.802,08:19:17.358128,305.7822916666666,-29.82605611111111,c4d_230522_081917_opi_VR_v1.fits.fz
NTH1,1.02,0.06,0.0,90.6925,VR,2023-05-22T08:21:47.937002,-1.0,2023A-423737,1205596,120.0,29.133,23.935,60086.34847149,20230521,Edward Lin,20:23:07.739,-29:49:33.802,08:21:47.937002,305.78224583333326,-29.82605611111111,c4d_230522_082147_opi_VR_v1.fits.fz
NTH1,1.01,-0.06,-0.06,90.409,VR,2023-05-22T08:24:16.931944,-1.0,2023A-423737,1205597,120.0,28.453,23.255,60086.35019597,20230521,Edward Lin,20:23:07.739,-29:49:33.802,08:24:16.931944,305.78224583333326,-29.82605611111111,c4d_230522_082416_opi_VR_v1.fits.fz
NTH1,1.01,0.06,0.05,90.1089,VR,2023-05-22T08:26:45.807066,-1.0,2023A-423737,1205598,120.0,29.615,24.417,60086.35191906,20230521,Edward Lin,20:23:07.750,-29:49:33.802,08:26:45.807066,305.7822916666666,-29.82605611111111,c4d_230522_082645_opi_VR_v1.fits.fz
NTH1,1.01,-0.01,-0.06,89.7934,VR,2023-05-22T08:29:14.933339,-1.0,2023A-423737,1205599,120.0,30.103,24.905,60086.35364506,20230521,Edward Lin,20:23:07.760,-29:49:33.802,08:29:14.933339,305.7823333333333,-29.82605611111111,c4d_230522_082914_opi_VR_v1.fits.fz
NTH1,1.01,0.02,-0.03,89.457,VR,2023-05-22T08:31:44.351467,-1.0,2023A-423737,1205600,120.0,29.501,24.303,60086.35537444,20230521,Edward Lin,20:23:07.771,-29:49:33.802,08:31:44.351467,305.7823791666666,-29.82605611111111,c4d_230522_083144_opi_VR_v1.fits.fz
NTH1,1.01,-0.03,-0.06,89.0923,VR,2023-05-22T08:34:15.568760,-1.0,2023A-423737,1205601,120.0,28.157,22.959,60086.35712464,20230521,Edward Lin,20:23:07.750,-29:49:33.802,08:34:15.568760,305.7822916666666,-29.82605611111111,c4d_230522_083415_opi_VR_v1.fits.fz
NTH1,1.01,0.01,-0.08,88.6969,VR,2023-05-22T08:36:45.211344,-1.0,2023A-423737,1205602,120.0,27.943,22.745,60086.35885661,20230521,Edward Lin,20:23:07.760,-29:49:33.802,08:36:45.211344,305.7823333333333,-29.82605611111111,c4d_230522_083645_opi_VR_v1.fits.fz
NTH1,1.01,-0.01,0.13,88.2576,VR,2023-05-22T08:39:15.270393,-1.0,2023A-423737,1205603,120.0,28.246,23.048,60086.36059341,20230521,Edward Lin,20:23:07.760,-29:49:33.802,08:39:15.270393,305.7823333333333,-29.82605611111111,c4d_230522_083915_opi_VR_v1.fits.fz
NTH1,1.01,0.11,0.01,87.7722,VR,2023-05-22T08:41:44.696048,-1.0,2023A-423737,1205604,120.0,26.511,21.313,60086.36232287,20230521,Edward Lin,20:23:07.771,-29:49:33.802,08:41:44.696048,305.7823791666666,-29.82605611111111,c4d_230522_084144_opi_VR_v1.fits.fz
NTH1,1.0,-0.08,-0.09,87.225,VR,2023-05-22T08:44:15.663605,-1.0,2023A-423737,1205605,120.0,25.978,20.78,60086.36407018,20230521,Edward Lin,20:23:07.760,-29:49:33.802,08:44:15.663605,305.7823333333333,-29.82605611111111,c4d_230522_084415_opi_VR_v1.fits.fz
NTH1,1.0,-0.02,-0.02,86.5813,VR,2023-05-22T08:46:45.929926,-1.0,2023A-423737,1205606,120.0,30.121,24.923,60086.36580937,20230521,Edward Lin,20:23:07.760,-29:49:33.802,08:46:45.929926,305.7823333333333,-29.82605611111111,c4d_230522_084645_opi_VR_v1.fits.fz
NTH1,1.0,0.02,-0.03,85.818,VR,2023-05-22T08:49:16.510734,-1.0,2023A-423737,1205607,120.0,30.051,24.853,60086.36755221,20230521,Edward Lin,20:23:07.778,-29:49:33.802,08:49:16.510734,305.7824083333333,-29.82605611111111,c4d_230522_084916_opi_VR_v1.fits.fz
NTH1,1.78,-0.0,-0.03,107.4621,VR,2023-05-23T04:43:25.570975,-1.0,2023A-423737,1205740,120.0,30.923,25.725,60087.19682374,20230522,Edward Lin,20:23:07.649,-29:49:35.198,04:43:25.570975,305.7818708333333,-29.82644388888889,c4d_230523_044325_opi_VR_v1.fits.fz
NTH1,1.76,-0.0,-0.03,107.2831,VR,2023-05-23T04:45:54.536817,-1.0,2023A-423737,1205741,120.0,30.657,25.459,60087.19854788,20230522,Edward Lin,20:23:07.609,-29:49:34.799,04:45:54.536817,305.7817041666666,-29.826333055555555,c4d_230523_044554_opi_VR_v1.fits.fz
NTH1,1.74,-0.15,0.16,107.0806,VR,2023-05-23T04:48:23.437239,-1.0,2023A-423737,1205742,120.0,30.535,25.337,60087.20027126,20230522,Edward Lin,20:23:07.609,-29:49:34.900,04:48:23.437239,305.7817041666666,-29.82636111111111,c4d_230523_044823_opi_VR_v1.fits.fz
NTH1,1.72,-0.09,-0.03,106.879,VR,2023-05-23T04:50:53.252826,-1.0,2023A-423737,1205743,120.0,30.372,25.174,60087.20200524,20230522,Edward Lin,20:23:07.609,-29:49:34.799,04:50:53.252826,305.7817041666666,-29.826333055555555,c4d_230523_045053_opi_VR_v1.fits.fz
NTH1,1.7,-0.11,0.05,106.6768,VR,2023-05-23T04:53:22.531830,-1.0,2023A-423737,1205744,120.0,30.73,25.532,60087.20373301,20230522,Edward Lin,20:23:07.609,-29:49:34.799,04:53:22.531830,305.7817041666666,-29.826333055555555,c4d_230523_045322_opi_VR_v1.fits.fz
NTH1,1.68,0.0,0.03,106.4768,VR,2023-05-23T04:55:51.065402,-1.0,2023A-423737,1205745,120.0,31.008,25.81,60087.20545215,20230522,Edward Lin,20:23:07.609,-29:49:34.900,04:55:51.065402,305.7817041666666,-29.82636111111111,c4d_230523_045551_opi_VR_v1.fits.fz
NTH1,1.66,-0.03,0.03,106.2776,VR,2023-05-23T04:58:21.532453,-1.0,2023A-423737,1205746,120.0,31.034,25.836,60087.20719366,20230522,Edward Lin,20:23:07.631,-29:49:34.799,04:58:21.532453,305.78179583333326,-29.826333055555555,c4d_230523_045821_opi_VR_v1.fits.fz
NTH1,1.64,-0.03,-0.03,106.0779,VR,2023-05-23T05:00:50.170821,-1.0,2023A-423737,1205747,120.0,30.906,25.708,60087.20891401,20230522,Edward Lin,20:23:07.620,-29:49:34.900,05:00:50.170821,305.78174999999993,-29.82636111111111,c4d_230523_050050_opi_VR_v1.fits.fz
NTH1,1.62,0.02,0.04,105.8788,VR,2023-05-23T05:03:19.456132,-1.0,2023A-423737,1205748,120.0,30.93,25.732,60087.21064185,20230522,Edward Lin,20:23:07.620,-29:49:34.900,05:03:19.456132,305.78174999999993,-29.82636111111111,c4d_230523_050319_opi_VR_v1.fits.fz
